Name	HAF1608	HELF977	IMR90	Beas-2B	Mammary_Epithelial	MCF10A	MCF7	MDA-DB-231	ZR75-1	HeLa	Hep3B	HepG2	Huh7	MIHA	Fadu	A549	H1264	H460	H520	RVH6849	HK1	NP460	LNCaP	BicR	DKO1	DKS8	DLD1	DLD2	HCT116	SW480	143B	U2OS	HEK293	A2058	A375	SH-SY5Y	LCLB	HDMYZ	C8166	Jurkat	SUP-T1	THP-1
hsa-miR-615-5p	28.82479453	0	0	190.9031164	2.312836621	0	1.636659156	17.05689429	0	17.49677606	0	1.32251689	3.85909845	0	14.66715147	2.07196146	15.46215428	3.603667178	6.651565827	30.95631698	0	0	3.49058831	0	1.258268006	2.180117421	2.079359372	2.365216185	0	5.759152253	0	12.88725584	8.870058361	2.274591592	15.33500044	19.11564745	3.185243103	23.58530981	1.230642865	2.985468441	1.087487185	0
hsa-miR-494-5p	4.649160408	4.740222276	0	7.234714682	0	0	0	0	0	0	0	0	0	0	0	1.290652046	0	4.369481359	0	5.00287219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520c-5p	0	0	0	0	0	5.479564529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008743084	0	1.12161262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-937-3p	3.719328326	8.803269941	2.299939742	23.3377893	3.116946133	0	4.656703172	7.277608232	19.34589962	10.11335147	0	14.61739805	0	6.842210417	12.30148188	34.50908541	50.24652715	93.0772967	7.944538407	35.09069687	2.774035032	0	4.512223913	6.907269902	8.75534976	9.168927909	9.818006277	0	9.992113368	1.919717418	0	9.417610039	5.094050832	3.515277915	2.730890489	22.00450736	2.807332905	19.32079482	11.77865036	1.157673537	4.683934711	0
hsa-miR-133a-2-29-5p	0	0	0	0	0	138.119817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.019242327	1.097006268	0	0	20.63696224	0	0	0	0	0	0	0	0	0	1.592290889	0	0
hsa-miR-7702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125944821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.046563179	0	0	0	0	1.752953013
hsa-miR-485-5p	22.31596996	106.9935885	17.41382947	18.67023144	0	6.436313892	0	0	0	1.162678618	5.625482223	0	0	0	0	4.350048657	1.306029143	19.76254051	2.212887991	11.84407006	0	6.727541951	0	0	0	0	0	0	0	0	0	0	0	4.549183184	4.621506981	0	0	0	4.107512458	1.947068256	0	0
hsa-miR-1254-2	7.438656653	20.99241294	5.914130764	17.97009776	2.434490006	0	9.178158568	5.117068288	18.09459347	18.5840228	10.81823504	32.77407345	6.637649334	22.80736806	18.68878978	21.60464916	22.53299181	28.84175548	27.71596065	49.73251417	9.510977253	0	9.620401927	8.24416085	10.21657359	10.78748783	11.99966422	0	27.12145057	2.399646772	0	4.460973176	10.89863597	28.53578543	44.84962457	6.023580227	8.961870427	2.968971647	18.15759834	66.45539501	15.78993882	6.136771022
hsa-miR-516a-2-26-5p	0	0	0	0	0	386.6137196	4.137606674	6.254194575	4.774068472	1.258371898	0	3.411944688	0	0	7.333575736	6.153686318	1.272959747	0	1.701447442	2.982835879	0	0	0	0	1.046401164	0	1.514300742	1.57681079	0	3.359505481	0	755.8871215	0	31.84428229	3.886267234	0	0	0	0	0	0	0
hsa-miR-4660	0	2.031523832	5.749849354	0	0	0	1.089836881	3.29766623	0	4.859832912	5.192752821	2.196746538	4.939646016	12.31597875	0	1.306556308	4.522985688	1.602365731	1.47778704	3.629933244	0	0	2.554089007	0	2.476398365	2.864747234	2.659792393	0	0	0	0	1.982654745	2.363217039	0	6.617157723	1.106371878	2.537397048	0	0	3.63136426	3.52793728	2.734287144
hsa-miR-5187-5p	0	0	5.092723713	0	1.15565549	0	1.726767762	55.26433751	0	0	113.8078327	1.331228955	13.58402654	182.9150918	0	0	0	0	0	0	0	0	12.17449093	35.87324046	0	0	1.007380004	0	0	0	9.848141656	2.478318431	0	457.19291	7.037294721	0	0	2.21432446	0	15.35242623	0	8.125698556
hsa-miR-4417	0	0	0	0	0	0	1.11021472	0	0	0	0	1.052316546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-2-34-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4649-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.365445244	0	0	0	0	2.46180147	2.527571133	0
hsa-miR-6800-5p	0	0	0	37.80721866	0	0	0	0	0	1.072498068	0	1.049091668	0	0	0	1.049671202	0	0	0	0	1.585162875	4.036525171	0	0	1.025282796	1.138747891	1.057793496	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09057417	0
hsa-miR-675-3p	0	0	0	3.500668394	0	18.61312396	2.792156946	0	0	9.114284641	135.8770322	1.010089053	0	0	3.785071347	1.115442097	0	0	0	0	0	2.691016781	0	0	7.741593745	7.236167028	7.273134066	16.55651329	2.14116715	0	0	0	1.383325895	0	4.93660973	1.044906774	0	0	0	0	0	0
hsa-miR-1199-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-2-27-5p	387.739978	12.86631761	23.32796024	291.2556104	28.19144875	325.207806	15.83360832	428.0143342	62.11492084	13.02127281	130.2515499	1.630299923	0	3.193031528	15.14028539	80.58448142	31.91700645	42.89963888	8.742389421	261.60891	0	118.4047383	0	0	1.800755382	3.225254856	3.26809671	0	6.423501451	10.5584458	0	258.7364442	2255.012388	0	8.402739965	2012.551912	0	29.1792535	1.213475473	2.043667799	1.153291645	1.418082414
hsa-miR-6822-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-5p	0	6.771746108	16.92098524	186.9356923	13.85043633	17.22148852	5.651809806	62.31452049	40.41549107	130.1589836	15.14552906	88.61015311	4.322190264	31.93031528	12.7746158	67.40426694	578.0128881	84.82137742	133.2301784	66.21226977	70.53974796	147.3331687	34.4802016	28.7431554	65.35140827	90.09750987	89.90975799	84.35937725	20.69794912	20.63696224	0	75.34088031	95.331585	8.271242152	5.356746728	102.462329	187.4434586	69.24772341	67.16554656	2.732921135	140.5398184	8.930170957
hsa-miR-552-3p	0	0	0	0	0	2.348384798	0	0	0	1.304254489	0	1.087361442	0	0	0	1.095583117	0	0	0	1.784551195	0	0	0	0	1.254235198	15.53138673	1.641025726	0	0	3.839434835	0	5.947964235	0	0	0	0	0	0	0	0	0	0
hsa-miR-1262	0	16.25219066	86.57630313	22.63765562	4.607411967	2.000475939	1.701031266	30.5886971	0	9.278621227	10.81823504	1.229519955	0	0	34.775343	3.958272422	49.81439199	2.092020528	14.10479822	8.981379357	2.377744313	4.709279366	14.89885254	52.58437732	7.138762498	6.151142788	7.05190131	7.095648554	3.568611917	1.919717418	0	12.88725584	8.451316669	37.42737074	20.06154167	0	0	15.30991018	1.617523654	0	0	0
hsa-miR-4463	0	0	0	0	0	0	1.050060743	0	0	0	0	1.010089053	0	3.193031528	0	1.121780454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.565904231	0	0
hsa-miR-4431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.722058969	0	0	1.565627966	0	1.168916751	0	0	0
hsa-miR-3156-1-48-5p	0	0	0	0	0	0	1.417542537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.069954538	0	0
hsa-miR-4763-5p	0	0	0	0	0	0	1.108647856	0	1.035092307	1.150789039	0	0	0	0	0	1.19217573	2.323813231	0	0	0	7.925814377	14.1278381	0	0	1.127782701	1.999988548	1.152569157	0	0	0	0	0	0	0	6.302054974	0	0	0	0	0	0	0
hsa-miR-6842-3p	0	0	0	7.001336789	2.824291393	0	1.146909368	0	1.880629682	1.706014879	0	2.791303332	0	0	10.88208012	4.172316407	2.636824164	3.011875548	4.487900391	2.731332338	5.944360783	7.400296146	5.363586915	3.56504253	11.6078806	11.99531681	9.997798642	0	0	0	0	1.486991059	3.009630335	0	0	3.503510948	62.24720844	0	9.020786087	14.18574509	16.71034281	33.48385561
hsa-miR-8069-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-514b-3p	0	0	0	0	0	13.65542272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6768-5p	0	0	0	0	0	0	1.015192437	0	1.264824244	1.053065538	0	1.563947744	0	0	0	1.114799099	0	0	1.137569705	1.737698244	0	2.018262585	0	0	0	1.01605154	1.519054485	0	0	0	0	2.478318431	2.424286373	2.274591592	1.050342496	0	1.29569211	1.574394345	0	1.512539809	1.169670343	0
hsa-miR-4699-3p	0	0	0	0	0	0	0	0	1.039675512	0	12.54915265	2.66465565	1.54363938	5.473768334	0	0	0	0	2.128737894	2.550974292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-3p	0	0	7.392663455	31.03925976	8.13329192	3.218156946	16.05625415	35.70576539	36.53360637	20.05331683	77.89129232	1.539532326	4.013462388	0	0	10.28413388	40.98022304	14.05239948	21.14800383	45.12436487	1.981453594	2.018262585	0	0	17.46395377	6.826496124	14.9205199	10.24927013	0	5.759152253	0	11.89592847	4.438459249	26.67475594	39.28280934	0	47.83263372	12.77525817	2.479047267	73.38244079	841.023179	0
hsa-miR-6810-5p	0	0	0	0	0	0	1.292679751	0	0	1.207704321	6.923670428	1.194679121	0	7.754505139	0	0	1.766313917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.13227164	5.671849477	0	0	1.973607759	0	4.976603346	0	1.60300577
hsa-miR-593-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548o-1-21-3p	0	6.094571497	3.614191022	77.71483835	23.99467787	4.870724026	2.768420479	17.17060692	14.69646096	47.62401975	4.760023419	62.19449526	18.6780365	115.4052824	26.02236551	36.63543636	208.9423195	50.39742281	39.71735961	57.85915199	70.93603868	119.7502467	5.789268416	9.581051799	215.3293088	216.7861399	225.5131468	23.65216185	15.70189243	13.91795128	0	29.73982117	61.77849505	3.308496861	12.9192127	17.45608964	14.79248492	6.537460407	34.90372811	2.079181977	132.8354295	13.17312326
hsa-miR-493-5p	54.86009282	487.5657198	2552.60455	74.44754785	1.324839917	55.23053137	1.020882553	0	0	1.59140253	70.10216308	1.062860334	1.080547566	6.386063056	0	17.37820392	1.852525665	179.7185517	4.248075465	50.09274997	0	10.76406712	0	0	0	0	0	0	0	0	0	0	0	0	6.197020725	0	0	0	1.011371468	0	0	0
hsa-miR-3200-5p	3.719328326	0	0	6.534581003	1.233801765	1.565589866	1.539698888	0	1.859732067	1.020166415	3.461835214	1.063862563	0	0	0	1.342993722	1.156323889	0	2.232525381	3.629933244	0	0	0	0	3.818516555	7.367384517	4.727956217	6.307243159	0	0	0	9.417610039	2.611145795	1.447467377	2.625856239	1.290767191	0	0	0	4.038704893	0	0
hsa-miR-4778-5p	0	0	0	0	0	0	1.086033331	0	0	1.067316433	0	0	0	0	0	1.247601174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.486991059	3.788669463	0	0	0	0	0	0	0	0	0
hsa-miR-4524b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-875-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5844656	0	0	0	0	0	0	0	0	0	51.35244092	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-224-5p	2359.913823	436.1004494	15.11388973	1733.297611	205.5478009	206.3969306	1.839361114	229.0172341	0	723.9246242	0	589.8851234	387.9165762	1058.261878	53.9372667	264.5870657	1229.282981	1552.748568	413.3907099	1358.354732	254.4186415	663.3356364	107.1014657	279.6330234	347.4969213	672.96262	512.3512933	259.3853749	144.1719214	22.0767503	157.5702665	0	8.803857379	86.43448049	347.2432291	1.536627609	0	0	2.468803153	3.273218273	0	11.97259121
hsa-miR-6773-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.100935023	1.014750725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-5p	0	0	0	0	1.233801765	6.262359462	1.479845936	2.615390458	1.642881352	2.933877535	47.16750479	17.32497104	28.8660564	14.1405682	3.07537047	2.622909056	5.098909077	0	3.132792563	18.85569274	1.188872157	6.727541951	3.57572461	6.461639585	1.338781862	1.150585766	1.133599822	8.672459344	2.854889534	3.839434835	0	12.88725584	25.41921143	8.891585314	2.52082199	6.515301062	1.619615137	37.54773752	3.269140742	2.729936538	1.057324125	2.270590041
hsa-miR-17-5p	397.0382989	220.0817485	1724.133399	543.5371127	6692.699171	983.7122989	576.1222228	4873.950688	206.4304235	2380.539909	10584.12844	1722.001267	583.3413217	114.949135	425.5839596	1074.277184	739.4415672	310.6721499	2060.854851	747.4216842	958.6272489	1347.526653	3165.963597	2967.229461	2731.823677	3975.983844	3888.286952	13555.84236	39928.48502	15392.77418	457.938587	9550.94357	19347.60078	544.2477336	2554.327915	334.2472375	1636.999006	12785.20544	912.8988644	1316.119512	4397.509848	6827.119859
hsa-miR-4650-1-49-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6726-5p	0	0	2.135658331	0	0	0	0	0	0	0	0	0	0	2.736884167	0	0	0	0	0	1.153690194	0	0	0	0	0	1.087834345	1.270029906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5583-2-44-5p	0	0	0	10.96876097	0	0	0	0	0	1.07515578	0	1.043216168	0	0	0	1.084137364	0	0	0	0	0	5.382033561	0	0	0	0	0	2.365216185	0	0	0	1.486991059	1.09808714	0	0	0	0	0	0	0	1.063857015	0
hsa-miR-616-5p	0	8.12609533	1.314251281	31.97277133	2.728633999	1.739544295	1.369576442	9.324435548	2.76396858	10.03163126	0	9.037423805	0	1.368442083	12.7746158	9.73005237	22.9256582	8.47203743	12.04359168	7.547221049	0	1.34550839	0	0	2.497871098	3.296716143	3.708611724	6.307243159	0	2.399646772	0	4.956636862	9.144446935	14.06111166	4.411438482	1.843953131	16.79001026	16.92968748	11.60949832	2.494129099	32.23063097	5.050888077
hsa-miR-548h-4-30-5p	5.57899249	23.70111138	26.12074421	0	12.85987994	4.696769597	2.1299474	0	1.429912577	1.918774169	0	1.712496356	7.7181969	0	11.591781	2.854532714	90.2377264	1.860696451	15.50630526	36.52538817	0	0	0	7.352900218	0	1.552618406	1.850281272	0	0	0	0	8.921946352	40.73151466	0	21.74208966	0	2.699358562	384.8601886	0	2.629832435	0	1.532889825
hsa-miR-3651	0	0	0	7.701470467	0	0	1.226560848	0	1.927664787	3.099330831	0	2.338807638	0	0	9.935812287	2.802270967	1.455008986	0	1.152858495	1.087593655	0	0	0	0	1.194563879	1.220359742	1.502717308	0	0	0	0	0	7.138056254	0	0	0	2.537397048	0	1.428566189	0	19.98683145	1.754720815
hsa-miR-411-3p	82.75505526	200.4436848	73.1052275	44.57517755	2.580843859	42.27092637	0	0	0	1.578460862	0	0	0	0	0	8.791048438	0	13.81943279	2.985037501	2.40097516	0	4.709279366	0	0	0	0	0	0	0	0	0	0	0	0	3.886267234	0	0	0	0	0	0	0
hsa-miR-661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-1-5p	8.368488735	2.708698443	2.135658331	6.767958896	78.04994979	5.653518959	2.609499596	7.959884004	0	11.05112359	18.60736428	1.781695526	4.63091814	2.280736806	2.129102633	4.970258176	2.388492355	1.261535845	9.147916524	1.685814919	155.3459618	421.1441261	5.363586915	8.689791166	3.278088896	3.632614918	4.48861937	84.35937725	0	168.4552034	0	94.17610039	30.32444796	1.447467377	11.55376745	0	3.617140473	51.8444208	1.792463167	1.93908423	9.52562473	13.00207429
hsa-miR-548ad-5p	0	0	1.807095511	9.335115718	1.849650492	3.740020234	1.882605678	13.19066492	1.580352892	1.466468394	3.029105812	1.223587632	1.852367256	5.017620973	0	1.319179588	1.335207817	4.149027545	2.766215636	2.605772875	0	0	5.959541017	17.15676717	0	1.031218724	1.099997707	3.942026975	0	6.239081607	0	20.81787482	2.043373181	0	1.260410995	0	0	0	0	2.846241667	1.28603047	3.874927469
hsa-miR-4699-5p	0	0	0	0	0	0	1.084939748	0	0	0	0	3.042843003	0	0	0	0	0	0	1.217503727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.823774776	0	0	0	0	0	0	0	0
hsa-miR-4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-670-3p	0	0	0	0	0	3.305134161	0	0	0	2.02103889	0	0	0	0	0	0	0	0	1.375855567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.007021896	0	0	3.743754438	0	17.38754383	0
hsa-miR-548f-5p	0	0	6.899819225	20.30387669	42.63101479	2.000475939	2.357128969	16.60204378	2.527863273	8.353053507	24.6655759	8.46374928	1.54363938	57.93071487	12.53804884	4.113763264	30.72066272	15.30467086	7.638181521	10.36171697	4.755488626	6.054787756	28.43552428	42.78051036	15.99081613	12.78476862	13.69996355	2.365216185	7.850946217	0	0	2.478318431	41.94115953	4.962745291	1.890616492	2.335673965	11.49926748	2.378566023	17.6169006	1.554744155	17.69941532	34.15484608
hsa-miR-3691-3p	0	0	0	0	1.213898256	0	0	0	0	2.31241389	0	2.671663525	0	0	0	1.260836201	5.4112993	2.658220971	1.708659348	3.328247518	0	0	0	0	2.092516388	1.496105405	1.861918622	0	0	0	0	2.973982117	1.901594419	6.823774776	0	0	0	0	2.002109865	3.191104301	3.256237417	0
hsa-miR-4687-3p	0	0	3.778472433	6.30120311	1.556673442	0	1.311768055	6.026769317	0	1.668667937	16.87644667	1.693032164	4.167826326	39.68482042	0	1.309432922	1.927206482	1.456696119	1.25101096	1.428589619	0	0	1.277044504	3.119412214	2.133868555	2.694774109	2.19408763	0	0	0	0	0	2.023578917	3.101715807	3.886267234	0	2.267461192	1.785195387	2.632192761	48.95425628	6.922283231	1.681322615
hsa-miR-6785-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.330878888	0	0	0	58.44878262	0	0	0	0	0	0	0	0	0	326.8318903	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179-4	23.24580204	151.0099382	0	0	0	0	1.167073744	0	0	1.026015366	0	1.473653278	1.389275442	1.824589445	4.967906143	0	1.551371292	0	0	0	0	0	0	2.896597055	10.24159802	15.9560366	13.82341375	5.518837764	1.427444767	0	0	0	2.204235741	14.47467377	3.045993237	0	0	4.957274798	0	7.461247142	1.536154548	0
hsa-miR-6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5000-3p	3.719328326	0	0	29.8723703	1.558113474	0	2.804467725	0	7.433053263	11.0298365	3.894564616	15.7593372	0	4.10532625	7.570142695	3.905903293	8.445915071	15.10053664	7.648559498	8.93134845	0	0	6.896040319	13.8145398	1.480131514	1.610803422	2.283417823	0	0	0	0	0	12.27904788	0	1.260410995	2.089813548	3.185243103	2.29791309	2.600969876	0	13.54949844	1.754720815
hsa-miR-548ax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4315-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450a-2-3p	11.15798498	54.85114348	1.149969871	13.06916201	0	4.261883523	1.739006066	0	2.057788001	1.751507249	0	1.213703598	0	0	0	2.321936811	3.304470757	2.213986422	2.143689448	0	1.981453594	6.054787756	0	0	3.090315078	4.600029343	2.99166727	5.518837764	0	13.43802192	0	0	1.603689491	6.410212668	3.676198735	0	0	7.964910265	0	2.275950006	1.478609099	0
hsa-miR-1251-3p	0	0	0	0	0	0	1.210078853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6790-5p	0	0	2.628502562	0	0	0	0	6.822757718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.615362109	0	0	0	0	0	0	0	0	6.512123473	0	0	0	0	6.598628284	1.127611205	0
hsa-miR-4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3652	0	0	0	3.267290501	0	0	0	0	0	1.291041316	0	1.046057881	0	0	6.623874858	0	1.194246178	0	1.08804628	1.348993904	0	3.363770976	0	0	1.052085681	0	0	0	0	0	0	0	0	0	106.6097633	0	0	0	1.593856314	1.690208741	1.042380233	0
hsa-miR-378b	0	0	5.914130764	0	50.86357496	58.88357439	3.509684996	189.6726646	0	1.270106283	0	0	55.87974555	0	0	0	12.94876253	0	2.025839665	0	0	0	51.59259794	169.5623353	17.26227516	23.66851261	16.79914121	0	0	0	0	0	9.980447358	0	0	0	0	0	0	0	0	7.662728113
hsa-miR-4789-3p	0	0	0	0	0	0	1.431098114	0	0	0	0	0	0	0	0	0	0	0	1.253637194	0	0	0	0	4.901933479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p	0	0	2.299939742	0	0	0	1.149639069	0	0	1.256168046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12078508	0	0
hsa-miR-548av-5p	4.649160408	12.86631761	1.807095511	155.6630546	5.695844212	6.001427818	14.52529812	7.163895604	66.04316925	114.7696583	6.490941026	106.8578449	4.785282078	8.666799862	1315.075726	95.98614092	334.3979931	238.2666861	155.7335854	272.6988016	25.36260601	9.418558732	3.916269811	14.92861559	48.92830157	56.8820939	55.70958645	36.26664817	100.6348561	27.83590256	4.924070828	114.4983115	83.19710786	93.87859843	35.3965421	22.5576933	68.99560485	83.11835244	58.56466381	34.38826922	181.9064425	4.570105575
hsa-miR-3196	0	0	2.792783972	0	0	2.783270872	0	0	0	0	0	0	0	0	0	1.093326993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7111-3p	0	0	0	0	0	0	1.073150562	2.387965201	0	1.10079925	0	1.185190273	0	0	0	1.276411171	0	0	1.903390439	0	0	0	0	0	1.724255205	2.072903431	2.045028297	0	0	0	0	1.982654745	0	0	0	0	0	0	0	0	1.079027782	0
hsa-miR-6867-5p	0	0	0	0	0	0	1.233089824	0	0	0	0	1.096432564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.279368697	0	0	0	0	0	0	0	0	0	0	0	0	1.344753386	0	0
hsa-miR-6764-5p	0	0	0	0	0	0	0	0	0	1.583721339	0	1.000455013	0	0	0	1.060603842	1.011645824	0	0	1.074027121	0	2.691016781	0	0	1.303268085	1.640793694	1.721314349	0	0	0	0	0	1.442179719	2.6881537	1.785582243	0	0	0	2.54478509	2.269688386	1.651735753	0
hsa-miR-4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085737353	0	0
hsa-miR-7108-3p	0	0	0	20.53725458	0	0	0	0	0	0	0	1.374324004	0	0	0	0	0	0	0	0	0	0	0	0	0	2.222122589	2.145670454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29b-1-5p	556.0395848	504.4950851	337.4340164	55.31056063	11.20949854	22.44012141	6.801843088	54.809487	4.576598218	6.157957663	8.221858633	10.60953407	102.1889269	350.3211734	4.258205266	20.7057554	5.837877131	4.427972845	25.14802586	0	108.583657	54.49308981	5.704132116	0	25.06467415	24.81745708	35.63720123	368.9737248	7.137223834	408.8998099	0	91.20211827	2.760228668	12.20008217	150.8291824	0	10.31154971	317.3333551	4.70241036	11.06970349	9.183724087	23.21925444
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	1.249618491	0	1.666461383	0	0	0	1.461409628	4.260826462	0	4.119797668	6.987864134	0	0	0	0	4.984184112	4.169427049	8.694323752	0	0	0	0	0	0	5.376307399	3.256061737	0	0	1.228286213	2.576942077	6.219679238	2.227057217	0
hsa-miR-6716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-937-5p	0	0	0	5.834447324	0	0	1.057783442	0	0	1.444418916	0	0	0	1.824589445	12.53804884	1.213144208	1.828308601	1.575657765	0	1.228197001	0	0	0	0	1.235572962	1.150306045	1.229512685	0	0	0	0	0	0	0	2.625856239	0	2.807332905	0	1.234401576	1.453656719	0	0
hsa-miR-509-3-21-3p	8.368488735	2.031523832	0	0	0	88.28187297	1.205159423	7.163895604	6.273354749	0	0	1.435797828	0	21.43892597	2.365669592	1.094993277	2.111148926	0	0	31.89205235	0	0	1.872998605	10.24949727	0	2.037358528	0	0	0	7.198940316	4.924070828	0	0	15.92214114	11.34369895	1.598092713	21.5948685	0	1.428566189	1.986869607	1.031287999	1.901905885
hsa-miR-374a-5p	318.932404	113.7653346	50.92723713	192.7701396	505.1496144	1239.860196	140.1319968	107.7995719	129.6273831	248.123681	78.75675112	119.1384842	225.5257134	62.49218848	24.12982984	91.65699108	82.68479468	80.81014336	369.0970783	143.721789	386.3834509	477.6554785	457.6076138	202.0933484	156.980979	217.8093976	225.9223029	812.0575567	2391.683707	996.8132691	256.051683	1435.937699	306.8450849	26.46797489	11.8688702	85.37502995	57.38836303	493.9102985	213.5303965	19.67025946	124.8536877	117.6724622
